,_id,X,Y
0,600399bc2bc024099158542d,-4.5935817,48.13648
1,60039df12bc02409910864e2,-4.758715,48.06632
2,60039bbe2bc02409919aaf67,-4.472955,48.340054
3,60039e102bc0240991163d08,-4.678545,48.304527
4,600399bc2bc0240991585418,-4.59364,48.13646
5,60039c032bc0240991ba5a37,-4.44887,48.38294
6,60039c032bc0240991bb5d24,-4.592973,48.134605
7,60039b9c2bc02409918a6cae,-4.462722,48.13622
8,60039e512bc024099133eaad,-4.4783816,48.34225
9,60039a5a2bc024099169b2ff,-4.445865,48.135105
10,60039c6d2bc0240991e5c98f,-4.5124984,48.370834
11,60039c8d2bc0240991f44bea,-4.518862,48.350636
12,60039a692bc024099170d116,-4.4970717,48.38217
13,60039a922bc024099181dbc7,-4.4970584,48.379536
14,60039bdc2bc0240991a8981d,-4.6519585,48.308167
15,60039c3d2bc0240991ce2f46,-4.4851217,48.381382
16,600399bc2bc02409915853ac,-4.59389,48.136375
17,6003990d2bc02409914d45de,-4.4861,48.381554
18,600399bc2bc0240991585378,-4.5939965,48.136345
































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































